"user_agent","_count"
"Roku/DVP-12.0 (12.0.0.4184-DE)","89"
"Dalvik/2.1.0 (Linux; U; Android 9; BRAVIA 4K GB Build/PTT1.190515.001.S53)","88"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2159 Build/TP1A.220905.001)","88"
"Dalvik/2.1.0 (Linux; U; Android 10; E0116 Build/QP1A.190711.020)","88"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; AGS-W09 Build/HUAWEIAGS-W09)","88"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-G965F Build/PPR1.180610.011)","88"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-X706B Build/TP1A.220624.014)","88"
"HbbTV/1.4.1 (;Panasonic;VIERA 2022;4.097;2203-0003 0000-1000;) PanasonicSDK/2017","88"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-M325FV Build/TP1A.220624.014)","88"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-A205YN Build/PPR1.180610.011)","88"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.82 Safari/537.36 OPR/35.0.2070.0 OMI/4.7.0.0.Martell.96 HbbTV/1.2.1 (+DRM;Hisense;SmartTV_2016;V0001.01.00a.H0622;HA50M5010UWT;)","88"
"Dalvik/2.1.0 (Linux; U; Android 9; ZTE Blade A3 2020 Build/PPR1.180610.011)","88"
"Dalvik/2.1.0 (Linux; U; Android 6.0.1; CPH1701 Build/MMB29M)","88"
"Mozilla/5.0 (Linux; Android 11; HiSmartTV A4 Build/RTT2.221108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","88"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A135U Build/TP1A.220624.014)","88"
"Roku/DVP-12.0 (12.0.0.4182-A2)","88"
"Mozilla/5.0 (Linux; Android 10; BRAVIA VH1 Build/QTG3.200305.006.S313; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","88"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 HbbTV/1.5.1 (+DRM; Hisense; 65U62GAVT; V0000.01.00M.L1110; 65U62GAVT; SmartTV_2021A;)","87"
"Dalvik/2.1.0 (Linux; U; Android 10; ONEPLUS A5010 Build/QKQ1.191014.012)","87"
"Dalvik/2.1.0 (Linux; U; Android 9; EKO 4K Android TV Build/PTO6.200929.002)","87"
"Dalvik/2.1.0 (Linux; U; Android 9; KFTRPWI Build/PS7328.3435N)","87"
"Dalvik/2.1.0 (Linux; U; Android 9; EKO 4K Android TV Build/PTO6.211021.001)","87"
"Dalvik/2.1.0 (Linux; U; Android 11; TFY-LX2 Build/HONORTFY-L32CQ)","86"
"Dalvik/2.1.0 (Linux; U; Android 12; 9137W Build/SP1A.210812.016)","86"
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.21608.199 Safari/537.36 Avast/114.0.21608.199","86"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2197 Build/SKQ1.210216.001)","86"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-N970U Build/SP1A.210812.016)","86"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G965F Build/R16NW)","86"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A225F Build/SP1A.210812.016)","86"
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.43","86"
"Dalvik/2.1.0 (Linux; U; Android 10; Nokia 6.1 Build/QKQ1.190828.002)","86"
"Dalvik/2.1.0 (Linux; U; Android 9; 2020 FHD Android TV Build/PTM5.200218.638)","86"
"Dalvik/2.1.0 (Linux; U; Android 5.1.1; AFTRS Build/LVY48F)","86"
"Mozilla/5.0 (Linux; Android 10; SWTV-20NA Build/QTG3.200617.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","85"
"Dalvik/2.1.0 (Linux; U; Android 11; moto g(9) play Build/RPXS31.Q2-58-17-7-3)","85"
"Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 7 MIUI/V12.5.3.0.QFGMIXM)","85"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-MT9602 VIDAA/5.0(Hisense;SmartTV;32A33EAVT;MTK9602/V0000.01.00G.L1209;HD)","85"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.82 Safari/537.36 OPR/35.0.2070.0 OMI/4.7.0.0.Martell.110 HbbTV/1.2.1 (+DRM;Hisense;SmartTV_2016;V0000.01.00a.H1113;HA55M5010UWT;)","85"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-T385 Build/M1AJQ)","84"
"Dalvik/2.1.0 (Linux; U; Android 9; HiSmart 2K ATV4 Build/PTO4.200812.001)","84"
"Dalvik/2.1.0 (Linux; U; Android 7.0; SM-N920W8 Build/NRD90M)","84"
"Mozilla/5.0 (Linux; Android 11.0; Build/RTM3.211215.220) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","84"
"Dalvik/2.1.0 (Linux; U; Android 11; P501 Build/RP1A.201005.001)","84"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 _TV_mstar6886/V0000.01.00a.N0104 (Hisense,55U7A7EA,wireless)","84"
"Dalvik/2.1.0 (Linux; U; Android 12; V2120 Build/SP1A.210812.003)","84"
"Dalvik/2.1.0 (Linux; U; Android 10; M2006C3LG MIUI/V12.0.5.0.QCDZAMT)","84"
"Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-T365Y Build/LMY47X)","84"
"Mozilla/5.0 (Linux; Android 11.0; Build/RTT7.220308.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","84"
"Dalvik/2.1.0 (Linux; U; Android 11; Pixel 2 XL Build/RP1A.201005.004.A1)","84"
"Mozilla/5.0 (QtEmbedded; Linux) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/48.0 Safari/537.4 HbbTV/1.5.1 (+DRM; TCL; RT51M; V8-R51MT05-LF1V496; RT51M; com.tcl.RT51M;) FVC/5.0 (TCL; com.tcl.RT51M;) LaTivu_1.0.1_2022","84"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 HbbTV/1.4.1 (+DRM; Hisense; 65A681QFAVT; V0000.01.00V.M0517; 65A681QFAVT; SmartTV_2020A;)","84"
"Dalvik/2.1.0 (Linux; U; Android 11; CPH2333 Build/RKQ1.211019.001)","84"
"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 HbbTV/1.6.1 (+DRM;Hisense;SmartTV_2022_2;V0000.06.20T.M1220;55A65GAVT;SmartTV_2022_2;) FVC/7.0 (Hisense;SmartTV_2022_2;) LaTivu_1.0.1_2022","84"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A546B Build/TP1A.220624.014)","84"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-S908B Build/TP1A.220624.014)","84"
"Dalvik/2.1.0 (Linux; U; Android 11; ZTE A71 5G Build/RP1A.200720.011)","84"
"Dalvik/2.1.0 (Linux; U; Android 9; EKO 2K Android TV Build/PTO6.211029.001)","84"
"Dalvik/2.1.0 (Linux; U; Android 11.1; MBOX Build/NHG47L)","83"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A526B Build/RP1A.200720.012)","83"
"Dalvik/2.1.0 (Linux; U; Android 10; SmartTV 4K FFM Build/QTG3.200902.001)","83"
"Dalvik/2.1.0 (Linux; U; Android 11; BLAUPUNKT 4K Android TV Build/RTM3.211215.220)","83"
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0","83"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; LGL423DL Build/OPM1.171019.026)","83"
"Dalvik/2.1.0 (Linux; U; Android 11; kukui Build/R114-15437.57.0)","83"
"Dalvik/2.1.0 (Linux; U; Android 9; Ayonz Android TV Build/PTM4.191019.125)","83"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; AGS2-L09 Build/HUAWEIAGS2-L09)","83"
"Dalvik/2.1.0 (Linux; U; Android 11; Blaupunkt 4K Android TV Build/RTM3.211215.103)","83"
"Dalvik/2.1.0 (Linux; U; Android 11; R4 Build/RTT7.220427.001)","83"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A236U Build/TP1A.220624.014)","83"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-G973U1 Build/SP1A.210812.016)","83"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;43A66GAVT;NT72671/V0000.01.00M.M0224;UHD)","83"
"Mozilla/5.0 (Linux; Android 8.0; Build/OPR2.170623.027.S25) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","82"
"Roku/DVP-12.0 (12.0.0.4182-20)","82"
"Dalvik/2.1.0 (Linux; U; Android 13; Nokia G10 Build/TP1A.220624.014)","82"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-S901W Build/TP1A.220624.014)","82"
"Dalvik/2.1.0 (Linux; U; Android 9; JAT-LX3 Build/HUAWEIJAT-LX3)","82"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; LDN-L01 Build/HUAWEILDN-L01)","82"
"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","82"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-A515F Build/QP1A.190711.020)","82"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTT1.201001.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","82"
"Dalvik/2.1.0 (Linux; U; Android 10; TiVo Stream 4K Build/QTT8.201201.004)","81"
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.36","81"
"Dalvik/2.1.0 (Linux; U; Android 9; Kogan TV Build/PTO2.210715.001)","81"
"Mozilla/5.0 (QtEmbedded; Linux) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/48.0 Safari/537.4 HbbTV/1.5.1 (+DRM; TCL; RT51M; V8-R51MT02-LF1V315; RT51M; com.tcl.RT51M;) FVC/5.0 (TCL; com.tcl.RT51M;)","81"
"Mozilla/5.0 (Linux; Android 7.1.2; AFTMM Build/NS6297; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5615.197 Mobile Safari/537.36 cordova-amazon-fireos/3.4.0 AmazonWebAppPlatform/3.4.0;2.0","81"
"Mozilla/5.0 (Linux; Android 9; BRAVIA 4K UR2 Build/PTT1.190515.001.S104; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","81"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-G781B Build/RP1A.200720.012)","81"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; BRAVIA 4K GB Build/OPR2.170623.027.S34)","81"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-A105F Build/PPR1.180610.011)","80"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/602.1.28+ (KHTML, like Gecko) Version/9.1 Safari/601.5.17 HZN/5.03 (MN=EOS-1008R;PC=EOSSTB;FV=EOS1008C-mon-prd-02.02-166-aj-AL-20230614210000-na001;)","80"
"Dalvik/2.1.0 (Linux; U; Android 11; Nokia 1.3 Build/RKQ1.200928.002)","80"
"Mozilla/5.0 (Linux; Android 8.0.0; globe Build/GLBN.MP40.0; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","80"
"Dalvik/2.1.0 (Android TV; Android 7.0; Sony BRAVIA 2015) 7plus/5.5.1","80"
"Dalvik/2.1.0 (Linux; U; Android 11; MOSCOW Build/RP1A.200720.011)","80"
"Mozilla/5.0 (Linux; Android 11.0; Build/RTM6.230109.086) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","80"
"Dalvik/2.1.0 (Linux; U; Android 13; KB2007 Build/RKQ1.211119.001)","80"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-G973F Build/PPR1.180610.011)","80"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-G975F Build/PPR1.180610.011)","80"
"Dalvik/2.1.0 (Linux; U; Android 9; 4K AI Smart TV Build/PTO5.211220.002)","79"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-T505 Build/RP1A.200720.012)","79"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-J730G Build/PPR1.180610.011)","79"
"HbbTV/1.4.1 (;Panasonic;VIERA 2019;4.243;2903-0003 0000-1000;) PanasonicSDK/2017","79"
"Dalvik/2.1.0 (Linux; U; Android 9; AQUOS-TVX19A Build/PTM5.200218.935)","79"
"Dalvik/2.1.0 (Linux; U; Android 11; Hisense E60 Build/RP1A.201005.001)","79"
"Dalvik/2.1.0 (Linux; U; Android 7.0; BRAVIA 4K GB ATV3 Build/NRD91N.S139)","79"
"Roku/DVP-12.0 (12.0.0.4182-C5)","79"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-N986B Build/SP1A.210812.016)","79"
"Dalvik/2.1.0 (Linux; U; Android 10; SmartN11 Build/QP1A.190711.020)","79"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;43A66GAVT;NT72671/V0000.01.00U.M1129;UHD)","78"
"Dalvik/2.1.0 (Linux; U; Android 7.0; SM-T815Y Build/NRD90M)","78"
"Dalvik/2.1.0 (Linux; U; Android 10; BRAVIA 4K VH2 Build/QTG3.200305.006.S88)","78"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-S536DL Build/TP1A.220624.014)","78"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-J730F Build/PPR1.180610.011)","78"
"Dalvik/2.1.0 (Linux; U; Android 11; P652 Pro Build/RP1A.201005.001)","78"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 HbbTV/1.5.1 (+DRM; Hisense; 43A65EAVT; V0000.01.00N.L1022; 43A65EAVT; SmartTV_2021A;)","78"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2357 Build/TP1A.220905.001)","77"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/3.2987.2.8 Safari/537.36 HbbTV/1.4.1 (+DRM; Hisense; 43A6502EA; V0000.01.00a.N0104; 43A6502EA; SmartTV_DB2019A;)","77"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 HbbTV/1.5.1 (+DRM; Hisense; 65A66GAVT; V0000.01.00M.M0224; 65A66GAVT; SmartTV_2021A;)","77"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2371 Build/SP1A.210812.016)","77"
"Mozilla/5.0 (Linux; Android 5.1.1; AFTM Build/LVY48F; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.160 Mobile Safari/537.36 cordova-amazon-fireos/3.4.0 AmazonWebAppPlatform/3.4.0;2.0","77"
"Dalvik/2.1.0 (Linux; U; Android 10; R7_1 Build/QP1A.190711.020)","76"
"Dalvik/2.1.0 (Linux; U; Android 9; BLAUPUNKT Android TV Build/PTO2.210830.001)","76"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-G973U Build/RP1A.200720.012)","76"
"Dalvik/2.1.0 (Linux; U; Android 10; S85 Build/QP1A.190711.020)","76"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-G981B Build/SP1A.210812.016)","76"
"Dalvik/2.1.0 (Linux; U; Android 11; CPH1911 Build/RP1A.200720.011)","76"
"Dalvik/2.1.0 (Linux; U; Android 12; SmartT23 Build/SP1A.210812.016)","76"
"Dalvik/2.1.0 (Linux; U; Android 9; ENGLAON TV Build/PI)","76"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-G970N Build/SP1A.210812.016)","76"
"Dalvik/2.1.0 (Linux; U; Android 11; octopus Build/R114-15437.61.0)","76"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-F926U Build/TP1A.220624.014)","76"
"Dalvik/2.1.0 (Linux; U; Android 13; Nokia G21 Build/TP1A.220624.014)","76"
"Dalvik/2.1.0 (Linux; U; Android 9; E0113 Build/PPR1.180610.011)","76"
"Dalvik/2.1.0 (Linux; U; Android 9; Polaroid 2K Android TV Build/PTO6.200720.002)","76"
"Dalvik/2.1.0 (Linux; U; Android 13; Pixel 4a (5G) Build/TQ3A.230605.011)","76"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-X906B Build/TP1A.220624.014)","75"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; ATU-L22 Build/HUAWEIATU-L22)","75"
"Dalvik/2.1.0 (Linux; U; Android 12; Lenovo TB-J616F Build/SP1A.210812.016)","75"
"Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","75"
"Dalvik/2.1.0 (Linux; U; Android 11; Nokia C21 Build/RP1A.201005.001)","75"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/3.2987.2.8 Safari/537.36 HbbTV/1.4.1 (+DRM; Hisense; 50A6502EA; V0000.01.00a.N0104; 50A6502EA; SmartTV_DB2019A;)","75"
"Dalvik/2.1.0 (Linux; U; Android 10; M2006C3LG MIUI/V12.0.18.0.QCDMIXM)","75"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A526U Build/TP1A.220624.014)","75"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36 OPR/40.0.2207.0 OMI/4.9.0.237.Martell-2.325 HbbTV/1.4.1 (+DRM;Hisense;SmartTV_2018_5658;V0000.01.00a.M0228;HA50U7A2WT;SmartTV_2018_5658;) FVC/2.0 (Hisense;SmartTV_2018_5658;)","75"
"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 Model/Hisense-MTK9900 VIDAA/6.0(Hisense;SmartTV;65E80GAVS;MTK9900/V0000.06.20R.N0223;UHD;65E80GA;)","75"
"Dalvik/2.1.0 (Linux; U; Android 9; Kogan TV Build/PTO2.210108.002)","75"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-A205GN Build/PPR1.180610.011)","75"
"Dalvik/2.1.0 (Linux; U; Android 9; BAUHN 2K Android TV Build/PTO6.211029.001)","75"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-T976B Build/TP1A.220624.014)","75"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-A125F Build/QP1A.190711.020)","75"
"Dalvik/2.1.0 (Linux; U; Android 9; BLAUPUNKT 2K Android TV Build/PTO6.220707.001)","74"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-T590 Build/M1AJQ)","74"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTO6.210414.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000","74"
"Dalvik/2.1.0 (Linux; U; Android 11; Hisense E32 Lite Build/RP1A.201005.001)","74"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 HbbTV/1.5.1 (+DRM; Hisense; 65A60GAVT; V0000.01.00P.L0926; 65A60GAVT; SmartTV_2021A;)","74"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-N960U1 Build/QP1A.190711.020)","74"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36 OPR/40.0.2207.0 OMI/4.9.0.237.Martell-2.325 HbbTV/1.4.1 (+DRM;Hisense;SmartTV_2018_5658;V0000.01.00a.M0214;HA43A6501UWT;SmartTV_2018_5658;) FVC/2.0 (Hisense;SmartTV_2018_5658;)","74"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-N960N Build/QP1A.190711.020)","73"
"Dalvik/2.1.0 (Linux; U; Android 7.0; HUAWEI VNS-L31 Build/HUAWEIVNS-L31)","73"
"Mozilla/5.0 (Linux; Android 7.1.2; AFTMM Build/NS6297; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.5481.154 Mobile Safari/537.36","73"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-A920F Build/QP1A.190711.020)","73"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2019:URU7100;T-MSLUABC-1395.2;MuseL;) Tizen/5.0 (+TVPLUS+SmartHubLink) Chrome/63 VID/6","73"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-A720F Build/R16NW)","73"
"Dalvik/2.1.0 (Linux; U; Android 12; moto g62 5G Build/S1SSS32.53-85-4-2)","73"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 Model/Hisense-MT9602 VIDAA/6.0(Hisense;SmartTV;43U66GAVT;MTK9602/V0000.06.10P.N0415;UHD;43U6GA;)","73"
"Roku/DVP-12.0 (12.0.0.4184-DK)","73"
"Dalvik/2.1.0 (Linux; U; Android 9; H96 mini H8 Build/PQ3B.190605.006)","73"
"Dalvik/2.1.0 (Linux; U; Android 13; V2205 Build/TP1A.220624.014_SC)","72"
"Roku/DVP-12.0 (12.0.0.4182-AX)","72"
"Dalvik/2.1.0 (Linux; U; Android 12; moto g stylus 5G (2022) Build/S2SDS32.21-85-3-2-1-2)","72"
"Dalvik/2.1.0 (Linux; U; Android 9; Ayonz Android TV Build/PTO3.210224.001)","72"
"Dalvik/2.1.0 (Linux; U; Android 10.1; TVBOX Build/TVBOX)","72"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:QAQ60;T-NKLAUABC-2130.8;NikeL;urn:samsungtv:familyname:21_NIKEL_UHD:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink) Chrome/76 LaTivu_1.0.1_2021 RVID/6","72"
"Dalvik/2.1.0 (Linux; U; Android 10; YAL-L21 Build/HUAWEIYAL-L71)","71"
"Dalvik/2.1.0 (Linux; U; Android 13; 21081111RG Build/TP1A.220624.014)","71"
"Dalvik/2.1.0 (Linux; U; Android 11; kukui Build/R114-15437.61.0)","71"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A047F Build/SP1A.210812.016)","71"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;85A66GAVT;NT72671/V0000.01.00S.M0527;UHD)","71"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-G981U Build/TP1A.220624.014)","71"
"Dalvik/2.1.0 (Linux; U; Android 7.1.1; CPH1719 Build/NMF26X)","71"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A136W Build/TP1A.220624.014)","71"
"Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G610Y Build/NRD90M)","71"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-A205F Build/QP1A.190711.020)","71"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-T380 Build/M1AJQ)","71"
"Dalvik/2.1.0 (Linux; U; Android 11; AI PONT Build/RTM3.211215.295)","71"
"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 Model/Hisense-MTK9900 VIDAA/6.0(Hisense;SmartTV;75E83GAVT;MTK9900/V0000.06.20R.N0223;UHD;75U8H;)","71"
"Dalvik/2.1.0 (Linux; U; Android 7.1.1; Lenovo TB-X304F Build/NMF26F)","71"
"Dalvik/2.1.0 (Linux; U; Android 7.0; SM-N920I Build/NRD90M)","71"
"Dalvik/2.1.0 (Linux; U; Android 9; SMARTPHONE Build/MTK6681P)","71"
"Mozilla/5.0 (Linux; Android 9; AFTSS Build/PS7646.3550N; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.5481.154 Mobile Safari/537.36","71"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-N986B Build/RP1A.200720.012)","71"
"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0","71"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 HbbTV/1.5.1 (+DRM; Hisense; 40A33EAVT_0002; V0000.01.00G.L1209; 40A33EAVT_0002; SmartTV_2021_FHDA;)","70"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-A107F Build/QP1A.190711.020)","70"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36 OPR/46.0.2207.0 OMI/4.11.3.57.Martell-3.136 HbbTV/1.4.1 (+DRM;Hisense;SmartTV_2019;V0000.01.00A.N0523;43A35EAVT;SmartTV_2019;) FVC/3.0 (Hisense;SmartTV_2019;)","70"
"Dalvik/2.1.0 (Linux; U; Android 11; itel P661W Build/RP1A.201005.001)","70"
"Dalvik/2.1.0 (Linux; U; Android 9; TPM181HE Build/PTT1.181130.001)","70"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-F700F Build/TP1A.220624.014)","70"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-G970U Build/RP1A.200720.012)","70"
"Mozilla/5.0 (Linux; Android 9; TV Build/PTT1.200514.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","70"
